Longitude,Latitude,Field,Dataset,Product,Obj. Id,Time,Duration(s),Area Count,Elevation(ft),Swth Wdth(ft),Y Offset(ft),Speed(mph),Distance(ft),Fuel Con(T)(gal(US)/h),Track(deg),Hrv Mass W(lb),Crop Flw(M)(lb/s),Moisture(%),Pass Num,Crop Flw(V)(bu/h),Yld Mass(Wet)(lb/ac),Yld_Mass_Dry_lb_ac,Yld Vol(Wet)(bu/ac),Yld Vol(Dry)(bu/ac),Prod(ac/h),Date
-111.7094231,33.0820035,Azule 1,TaskName 6/10/2024,Wheat (Durum),5070,6/10/2024,1,On,1293.5,16.05,1.505,2.451,3.619,10.83,89.77,6.604,6.442,6.6,2,386.51,4829.4,4829.4,80.49,80.49,4.802,6/10/2024
-111.7094113,33.08200354,Azule 1,TaskName 6/10/2024,Wheat (Durum),5071,6/10/2024,1,On,1293.5,16.05,1.505,2.491,3.6,14.84,89.77,6.855,6.656,6.6,2,399.36,5017.3,5017.3,83.62,83.62,4.776,6/10/2024
-111.7093996,33.0820035,Azule 1,TaskName 6/10/2024,Wheat (Durum),5072,6/10/2024,1,On,1293.5,16.05,1.505,2.405,3.616,14.83,89.84,6.261,6.8,6.6,2,408,5102.5,5102.5,85.04,85.04,4.798,6/10/2024
-111.7093878,33.08200332,Azule 1,TaskName 6/10/2024,Wheat (Durum),5073,6/10/2024,1,On,1293.5,16.56,1.254,2.47,3.61,11.67,90.17,5.745,6.21,6.6,2,372.59,4526.6,4526.6,75.44,75.44,4.939,6/10/2024
-111.7093762,33.08200317,Azule 1,TaskName 6/10/2024,Wheat (Durum),5074,6/10/2024,1,On,1293.6,16.56,1.254,2.377,3.564,12.53,90.13,6.227,5.722,6.6,2,343.3,4224.5,4224.5,70.41,70.41,4.876,6/10/2024
-111.7093645,33.08200329,Azule 1,TaskName 6/10/2024,Wheat (Durum),5075,6/10/2024,1,On,1293.6,16.56,1.254,2.452,3.58,11.14,90,7.809,6.412,6.6,2,384.72,4712.5,4712.5,78.54,78.54,4.898,6/10/2024
-111.7093529,33.08200324,Azule 1,TaskName 6/10/2024,Wheat (Durum),5076,6/10/2024,1,On,1293.6,16.56,1.254,2.448,3.57,12.47,90.05,8.735,7.848,6.64,2,470.89,5784,5784,96.4,96.4,4.885,6/10/2024
-111.709341,33.08200312,Azule 1,TaskName 6/10/2024,Wheat (Durum),5077,6/10/2024,0.996,On,1293.6,16.56,1.254,2.457,3.651,10.48,90.25,9.566,8.912,6.7,2,534.72,6397.8,6397.8,106.63,106.63,5.015,6/10/2024
-111.7093292,33.08200316,Azule 1,TaskName 6/10/2024,Wheat (Durum),5078,6/10/2024,1.004,On,1293.5,16.56,1.254,2.496,3.591,13.01,90.19,8.833,9.445,6.7,2,566.68,6947.2,6947.2,115.79,115.79,4.894,6/10/2024
-111.7093173,33.08200313,Azule 1,TaskName 6/10/2024,Wheat (Durum),5079,6/10/2024,1,On,1293.5,16.56,1.254,2.494,3.667,11.24,90.3,9.787,8.901,6.7,2,534.05,6386.9,6386.9,106.45,106.45,5.017,6/10/2024
-111.7093055,33.08200299,Azule 1,TaskName 6/10/2024,Wheat (Durum),5080,6/10/2024,1.001,On,1293.5,16.56,1.254,2.453,3.605,11.24,90.19,9.727,9.9,6.7,2,594.02,7234.1,7234.1,120.57,120.57,4.927,6/10/2024
-111.7092937,33.08200327,Azule 1,TaskName 6/10/2024,Wheat (Durum),5081,6/10/2024,0.995,On,1293.5,16.56,1.254,2.445,3.608,10.69,89.87,7.735,9.479,6.7,2,568.75,6878.6,6878.6,114.64,114.64,4.961,6/10/2024
-111.709282,33.0820034,Azule 1,TaskName 6/10/2024,Wheat (Durum),5082,6/10/2024,1.004,On,1293.5,16.56,1.254,2.466,3.601,11.61,89.62,6.848,7.653,6.661,2,459.16,5613.7,5613.7,93.56,93.56,4.908,6/10/2024
-111.7092703,33.08200337,Azule 1,TaskName 6/10/2024,Wheat (Durum),5083,6/10/2024,1,On,1293.5,16.56,1.254,2.435,3.578,13,89.8,6.591,6.817,6.6,2,408.99,5012.4,5012.4,83.54,83.54,4.896,6/10/2024
-111.7092587,33.0820033,Azule 1,TaskName 6/10/2024,Wheat (Durum),5084,6/10/2024,1,On,1293.5,16.56,1.254,2.46,3.555,13.84,89.93,6.291,6.571,6.6,2,394.24,4862.8,4862.8,81.05,81.05,4.864,6/10/2024
-111.7092469,33.08200326,Azule 1,TaskName 6/10/2024,Wheat (Durum),5085,6/10/2024,0.996,On,1293.5,16.56,1.254,2.435,3.595,12.41,90.04,6.326,6.266,6.6,2,375.96,4568.1,4568.1,76.14,76.14,4.938,6/10/2024
-111.7092352,33.08200312,Azule 1,TaskName 6/10/2024,Wheat (Durum),5086,6/10/2024,1.004,On,1293.6,16.56,1.254,2.461,3.598,11.7,90.16,7.095,6.331,6.6,2,379.86,4648.3,4648.3,77.47,77.47,4.903,6/10/2024
-111.7092233,33.08200313,Azule 1,TaskName 6/10/2024,Wheat (Durum),5087,6/10/2024,0.996,On,1293.6,16.56,1.254,2.414,3.621,13.13,90.12,9.36,7.368,6.6,2,442.1,5332.9,5332.9,88.88,88.88,4.974,6/10/2024
-111.7092116,33.0820031,Azule 1,TaskName 6/10/2024,Wheat (Durum),5088,6/10/2024,1.004,On,1293.6,16.56,1.254,2.483,3.585,11.05,90.14,9.473,9.459,6.639,2,567.51,6970.1,6970.1,116.17,116.17,4.885,6/10/2024
-111.7091999,33.08200307,Azule 1,TaskName 6/10/2024,Wheat (Durum),5089,6/10/2024,1,On,1293.6,16.56,1.254,2.431,3.601,12.15,90.15,6.804,9.176,6.7,2,550.54,6704,6704,111.73,111.73,4.927,6/10/2024
-111.7091882,33.08200316,Azule 1,TaskName 6/10/2024,Wheat (Durum),5090,6/10/2024,0.995,On,1293.5,16.05,1.505,2.468,3.572,12.18,89.89,5.401,6.703,6.7,2,402.17,5066.8,5066.8,84.45,84.45,4.762,6/10/2024
-111.7091763,33.08200313,Azule 1,TaskName 6/10/2024,Wheat (Durum),5091,6/10/2024,1,On,1293.5,16.56,1.254,2.477,3.637,10.68,90.11,4.82,5.279,6.7,2,316.73,3818.6,3818.6,63.64,63.64,4.977,6/10/2024
-111.7091646,33.08200301,Azule 1,TaskName 6/10/2024,Wheat (Durum),5092,6/10/2024,1.001,On,1293.5,16.56,1.254,2.44,3.578,12.64,90.26,5.569,4.923,6.7,2,295.38,3623.6,3623.6,60.39,60.39,4.891,6/10/2024
-111.7091527,33.0820031,Azule 1,TaskName 6/10/2024,Wheat (Durum),5093,6/10/2024,1,On,1293.5,16.56,1.254,2.476,3.637,11.02,90.04,5.922,5.573,6.66,2,334.39,4031.6,4031.6,67.19,67.19,4.977,6/10/2024
-111.709141,33.08200332,Azule 1,TaskName 6/10/2024,Wheat (Durum),5094,6/10/2024,1,On,1293.4,16.56,1.254,2.504,3.595,13.33,89.63,6.555,6.009,6.6,2,360.53,4398.3,4398.3,73.31,73.31,4.918,6/10/2024
-111.7091291,33.0820036,Azule 1,TaskName 6/10/2024,Wheat (Durum),5095,6/10/2024,0.999,On,1293.4,16.05,1.505,2.451,3.654,15.14,89.3,6.75,6.537,6.641,2,392.21,4849.8,4849.8,80.83,80.83,4.852,6/10/2024
-111.7091172,33.08200351,Azule 1,TaskName 6/10/2024,Wheat (Durum),5096,6/10/2024,0.996,On,1293.5,16.05,1.505,2.464,3.631,11.93,89.5,7.73,6.864,6.74,2,411.84,5109.3,5109.3,85.15,85.15,4.836,6/10/2024
-111.7091052,33.08200336,Azule 1,TaskName 6/10/2024,Wheat (Durum),5097,6/10/2024,1.004,On,1293.5,16.56,1.254,2.466,3.66,10.63,89.84,8.224,7.782,6.84,2,466.89,5616.1,5616.1,93.6,93.6,4.988,6/10/2024
-111.7090934,33.08200315,Azule 1,TaskName 6/10/2024,Wheat (Durum),5098,6/10/2024,1,On,1293.6,16.56,1.254,2.467,3.631,10.64,90.2,8.133,8.246,6.94,2,494.79,5976.2,5976.2,99.6,99.6,4.968,6/10/2024
-111.7090814,33.08200312,Azule 1,TaskName 6/10/2024,Wheat (Durum),5099,6/10/2024,1.001,On,1293.5,16.56,1.254,2.487,3.67,10.4,90.09,7.567,8.046,7,2,482.75,5774,5774,96.23,96.23,5.016,6/10/2024
-111.7090696,33.08200306,Azule 1,TaskName 6/10/2024,Wheat (Durum),5100,6/10/2024,0.999,On,1293.5,16.56,1.254,2.49,3.624,14.23,90.13,7.286,7.593,7,2,455.6,5507.2,5507.2,91.79,91.79,4.964,6/10/2024
-111.7090576,33.0820031,Azule 1,TaskName 6/10/2024,Wheat (Durum),5101,6/10/2024,1.001,On,1293.5,16.56,1.254,2.565,3.654,11.41,90.09,6.047,7.155,7,2,429.3,5157.7,5157.7,85.96,85.96,4.994,6/10/2024
-111.7090456,33.08200298,Azule 1,TaskName 6/10/2024,Wheat (Durum),5102,6/10/2024,1,On,1293.5,16.56,1.254,2.45,3.67,13.39,90.24,5.891,6.021,6.959,2,361.25,4316.5,4316.5,71.94,71.94,5.021,6/10/2024
-111.7090337,33.08200301,Azule 1,TaskName 6/10/2024,Wheat (Durum),5103,6/10/2024,1,On,1293.5,16.56,1.254,2.472,3.641,11.1,90,6.66,5.899,6.82,2,353.96,4263.7,4263.7,71.06,71.06,4.981,6/10/2024
-111.7090219,33.08200328,Azule 1,TaskName 6/10/2024,Wheat (Durum),5104,6/10/2024,0.999,On,1293.6,16.56,1.254,2.484,3.618,15.74,89.73,8.454,6.854,6.7,2,411.25,4980.2,4980.2,83,83,4.955,6/10/2024
-111.7090099,33.08200344,Azule 1,TaskName 6/10/2024,Wheat (Durum),5105,6/10/2024,0.996,On,1293.5,16.55,1.755,2.53,3.687,12.39,89.55,8.61,8.519,6.7,2,511.16,6057.4,6057.4,100.96,100.96,5.063,6/10/2024
-111.7089979,33.0820035,Azule 1,TaskName 6/10/2024,Wheat (Durum),5106,6/10/2024,1.005,On,1293.5,16.55,1.755,2.514,3.651,12.24,89.62,7.457,8.521,6.7,2,511.24,6173.5,6173.5,102.89,102.89,4.969,6/10/2024
-111.708986,33.08200354,Azule 1,TaskName 6/10/2024,Wheat (Durum),5107,6/10/2024,0.999,On,1293.5,16.55,1.755,2.467,3.66,11.66,89.73,6.503,7.311,6.74,2,438.63,5252,5252,87.53,87.53,5.011,6/10/2024
-111.7089741,33.08200352,Azule 1,TaskName 6/10/2024,Wheat (Durum),5108,6/10/2024,1,On,1293.5,16.05,1.505,2.501,3.637,10.76,89.77,7.085,6.527,6.8,2,391.63,4869.7,4869.7,81.16,81.16,4.825,6/10/2024
-111.7089621,33.08200364,Azule 1,TaskName 6/10/2024,Wheat (Durum),5109,6/10/2024,1,On,1293.5,16.55,1.755,2.468,3.657,11.31,89.74,7.746,7.205,6.8,2,432.31,5185.5,5185.5,86.43,86.43,5.002,6/10/2024
-111.7089503,33.08200365,Azule 1,TaskName 6/10/2024,Wheat (Durum),5110,6/10/2024,1,On,1293.5,16.55,1.755,2.5,3.631,10.22,89.94,7.272,7.692,6.8,2,461.53,5576,5576,92.93,92.93,4.966,6/10/2024
-111.7089383,33.08200345,Azule 1,TaskName 6/10/2024,Wheat (Durum),5111,6/10/2024,1,On,1293.4,16.56,1.254,2.513,3.66,12.4,90.23,6.936,7.258,6.8,2,435.51,5218.1,5218.1,86.97,86.97,5.008,6/10/2024
-111.7089263,33.08200333,Azule 1,TaskName 6/10/2024,Wheat (Durum),5112,6/10/2024,1,On,1293.4,16.56,1.254,2.472,3.673,13.07,90.39,6.293,6.848,6.8,2,410.87,4905.4,4905.4,81.76,81.76,5.026,6/10/2024
-111.7089145,33.08200328,Azule 1,TaskName 6/10/2024,Wheat (Durum),5113,6/10/2024,1,On,1293.4,16.56,1.254,2.471,3.611,13.12,90.42,6.192,6.269,6.8,2,376.15,4568.3,4568.3,76.14,76.14,4.94,6/10/2024
-111.7089025,33.08200307,Azule 1,TaskName 6/10/2024,Wheat (Durum),5114,6/10/2024,1.001,On,1293.4,16.56,1.254,2.497,3.67,10.83,90.58,6.962,6.223,6.8,2,373.38,4466.2,4466.2,74.44,74.44,5.016,6/10/2024
-111.7088906,33.0820031,Azule 1,TaskName 6/10/2024,Wheat (Durum),5115,6/10/2024,0.999,On,1293.4,16.56,1.254,2.461,3.644,10.63,90.4,7.855,7.135,6.8,2,428.08,5147.1,5147.1,85.78,85.78,4.99,6/10/2024
-111.7088787,33.08200296,Azule 1,TaskName 6/10/2024,Wheat (Durum),5116,6/10/2024,1,On,1293.4,16.56,1.254,2.481,3.621,12.42,90.46,8.026,7.76,6.8,2,465.63,5639.7,5639.7,94,94,4.954,6/10/2024
-111.7088669,33.082003,Azule 1,TaskName 6/10/2024,Wheat (Durum),5117,6/10/2024,1,On,1293.4,16.56,1.254,2.467,3.627,12.63,90.21,9.654,8.266,6.8,2,495.97,5996.3,5996.3,99.94,99.94,4.963,6/10/2024
-111.7088548,33.08200301,Azule 1,TaskName 6/10/2024,Wheat (Durum),5118,6/10/2024,1,On,1293.5,16.56,1.254,2.491,3.68,11.52,90.16,9.002,9.56,6.8,2,573.59,6835.8,6835.8,113.93,113.93,5.035,6/10/2024
-111.708843,33.08200305,Azule 1,TaskName 6/10/2024,Wheat (Durum),5119,6/10/2024,1,On,1293.5,16.56,1.254,2.486,3.621,10.98,89.91,8.737,9.004,6.8,2,540.22,6543.2,6543.2,109.05,109.05,4.954,6/10/2024
-111.7088311,33.082003,Azule 1,TaskName 6/10/2024,Wheat (Durum),5120,6/10/2024,1,On,1293.4,16.56,1.254,2.482,3.631,11.67,90.13,8.35,8.657,6.8,2,519.44,6274.4,6274.4,104.57,104.57,4.967,6/10/2024
-111.7088192,33.08200305,Azule 1,TaskName 6/10/2024,Wheat (Durum),5121,6/10/2024,1.001,On,1293.4,16.56,1.254,2.505,3.634,11.92,90.15,9.307,8.464,6.76,2,507.86,6135.1,6135.1,102.25,102.25,4.967,6/10/2024
-111.7088072,33.08200312,Azule 1,TaskName 6/10/2024,Wheat (Durum),5122,6/10/2024,0.994,On,1293.4,16.56,1.254,2.5,3.68,11.81,89.83,9.646,9.356,6.7,2,561.37,6650,6650,110.83,110.83,5.065,6/10/2024
-111.7087952,33.08200335,Azule 1,TaskName 6/10/2024,Wheat (Durum),5123,6/10/2024,1.005,On,1293.5,16.56,1.254,2.5,3.667,11.57,89.53,8.393,9.571,6.66,2,574.25,6902.6,6902.6,115.04,115.04,4.992,6/10/2024
-111.7087834,33.08200346,Azule 1,TaskName 6/10/2024,Wheat (Durum),5124,6/10/2024,1,On,1293.5,16.56,1.254,2.48,3.617,13.82,89.63,6.756,8.198,6.56,2,491.88,5963.1,5963.1,99.39,99.39,4.949,6/10/2024
-111.7087715,33.08200328,Azule 1,TaskName 6/10/2024,Wheat (Durum),5125,6/10/2024,0.995,On,1293.5,16.56,1.254,2.499,3.64,12.31,89.95,6.903,6.761,6.5,2,405.69,4862.7,4862.7,81.05,81.05,5.006,6/10/2024
-111.7087594,33.08200314,Azule 1,TaskName 6/10/2024,Wheat (Durum),5126,6/10/2024,1.005,On,1293.5,16.56,1.254,2.488,3.696,11.19,89.98,7.712,6.956,6.5,2,417.36,4976.6,4976.6,82.94,82.94,5.032,6/10/2024
-111.7087476,33.08200324,Azule 1,TaskName 6/10/2024,Wheat (Durum),5127,6/10/2024,0.996,On,1293.4,16.56,1.254,2.493,3.621,13.88,89.88,8.224,7.84,6.5,2,470.4,5674.7,5674.7,94.58,94.58,4.974,6/10/2024
-111.7087354,33.08200327,Azule 1,TaskName 6/10/2024,Wheat (Durum),5128,6/10/2024,1.004,On,1293.4,16.56,1.254,2.532,3.713,9.814,89.98,8.381,8.169,6.5,2,490.13,5812.8,5812.8,96.88,96.88,5.059,6/10/2024
-111.7087236,33.08200328,Azule 1,TaskName 6/10/2024,Wheat (Durum),5129,6/10/2024,0.995,On,1293.4,16.05,1.505,2.493,3.617,14.85,90.08,9.717,8.55,6.46,2,513.01,6381.6,6381.6,106.36,106.36,4.823,6/10/2024
-111.7087116,33.08200332,Azule 1,TaskName 6/10/2024,Wheat (Durum),5130,6/10/2024,0.996,On,1293.4,16.56,1.254,2.449,3.667,12,90,9.547,9.705,6.4,2,582.29,6936.5,6936.5,115.61,115.61,5.037,6/10/2024
-111.7086998,33.08200332,Azule 1,TaskName 6/10/2024,Wheat (Durum),5131,6/10/2024,1.004,On,1293.5,16.56,1.254,2.452,3.604,11.24,89.9,8.876,9.505,6.439,2,570.28,6966.4,6966.4,116.11,116.11,4.912,6/10/2024
-111.7086879,33.08200331,Azule 1,TaskName 6/10/2024,Wheat (Durum),5132,6/10/2024,1,On,1293.5,16.05,1.505,2.456,3.64,10.89,89.9,8.189,8.815,6.54,2,528.92,6570.9,6570.9,109.51,109.51,4.83,6/10/2024
-111.708676,33.08200347,Azule 1,TaskName 6/10/2024,Wheat (Durum),5133,6/10/2024,1.001,On,1293.5,16.05,1.505,2.543,3.644,12.26,89.84,7.623,8.372,6.6,2,502.32,6241,6241,104.02,104.02,4.829,6/10/2024
-111.7086639,33.08200337,Azule 1,TaskName 6/10/2024,Wheat (Durum),5134,6/10/2024,1,On,1293.5,16.56,1.254,2.54,3.69,11.86,89.98,8.144,7.678,6.6,2,460.66,5475.4,5475.4,91.26,91.26,5.048,6/10/2024
-111.708652,33.0820033,Azule 1,TaskName 6/10/2024,Wheat (Durum),5135,6/10/2024,0.999,On,1293.5,16.56,1.254,2.497,3.644,10.8,90.29,8.047,8.166,6.6,2,489.97,5891.2,5891.2,98.19,98.19,4.99,6/10/2024
-111.7086401,33.08200319,Azule 1,TaskName 6/10/2024,Wheat (Durum),5136,6/10/2024,1,On,1293.6,16.56,1.254,2.449,3.637,12.15,90.43,7.529,8.047,6.6,2,482.81,5821.5,5821.5,97.02,97.02,4.976,6/10/2024
-111.7086281,33.08200321,Azule 1,TaskName 6/10/2024,Wheat (Durum),5137,6/10/2024,1.001,On,1293.6,16.56,1.254,2.484,3.665,11.56,90.33,6.7,7.374,6.6,2,442.44,5299,5299,88.32,88.32,5.01,6/10/2024
-111.7086162,33.08200336,Azule 1,TaskName 6/10/2024,Wheat (Durum),5138,6/10/2024,1,On,1293.5,16.56,1.254,2.521,3.657,11.29,90.11,7.5,6.798,6.6,2,407.86,4891.5,4891.5,81.53,81.53,5.003,6/10/2024
-111.7086044,33.08200341,Azule 1,TaskName 6/10/2024,Wheat (Durum),5139,6/10/2024,0.999,On,1293.5,16.05,1.505,2.48,3.637,13.03,90.02,7.954,7.518,6.64,2,451.09,5603.7,5603.7,93.4,93.4,4.83,6/10/2024
-111.7085923,33.08200326,Azule 1,TaskName 6/10/2024,Wheat (Durum),5140,6/10/2024,1.001,On,1293.5,16.56,1.254,2.502,3.689,10.94,90.33,8.433,8.062,6.7,2,483.72,5755.5,5755.5,95.92,95.92,5.043,6/10/2024
-111.7085804,33.08200309,Azule 1,TaskName 6/10/2024,Wheat (Durum),5141,6/10/2024,1,On,1293.5,16.56,1.254,2.481,3.67,10.79,90.37,7.592,8.323,6.7,2,499.41,5968,5968,99.47,99.47,5.021,6/10/2024
-111.7085686,33.08200296,Azule 1,TaskName 6/10/2024,Wheat (Durum),5142,6/10/2024,1,On,1293.5,16.56,1.254,2.471,3.614,12.23,90.47,7.495,7.588,6.7,2,455.29,5524.8,5524.8,92.08,92.08,4.945,6/10/2024
-111.7085567,33.08200301,Azule 1,TaskName 6/10/2024,Wheat (Durum),5143,6/10/2024,1,On,1293.4,16.56,1.254,2.546,3.66,12.27,90.27,7.187,7.474,6.7,2,448.45,5373.5,5373.5,89.56,89.56,5.007,6/10/2024
-111.7085446,33.08200291,Azule 1,TaskName 6/10/2024,Wheat (Durum),5144,6/10/2024,0.994,On,1293.4,16.56,1.254,2.49,3.686,10.25,90.26,6.78,7.136,6.7,2,428.15,5063.2,5063.2,84.39,84.39,5.074,6/10/2024
-111.7085328,33.082003,Azule 1,TaskName 6/10/2024,Wheat (Durum),5145,6/10/2024,1.005,On,1293.5,16.56,1.254,2.449,3.614,11.74,90.09,7.315,6.754,6.7,2,405.25,4942.1,4942.1,82.37,82.37,4.92,6/10/2024
-111.7085208,33.08200312,Azule 1,TaskName 6/10/2024,Wheat (Durum),5146,6/10/2024,1,On,1293.5,16.56,1.254,2.483,3.676,10.38,89.84,8.703,7.52,6.7,2,451.18,5382.1,5382.1,89.7,89.7,5.03,6/10/2024
-111.7085091,33.08200319,Azule 1,TaskName 6/10/2024,Wheat (Durum),5147,6/10/2024,1,On,1293.5,16.56,1.254,2.467,3.588,15.86,89.74,8.608,8.644,6.74,2,518.66,6339.8,6339.8,105.66,105.66,4.909,6/10/2024
-111.7084972,33.08200353,Azule 1,TaskName 6/10/2024,Wheat (Durum),5148,6/10/2024,1,On,1293.4,16.55,1.755,2.507,3.673,10.62,89.5,9.039,8.688,6.8,2,521.3,6225.3,6225.3,103.76,103.76,5.024,6/10/2024
-111.7084852,33.08200341,Azule 1,TaskName 6/10/2024,Wheat (Durum),5149,6/10/2024,0.996,On,1293.5,16.56,1.254,2.507,3.663,10.97,89.83,8.015,8.966,6.8,2,537.93,6414.2,6414.2,106.9,106.9,5.032,6/10/2024
-111.7084732,33.08200333,Azule 1,TaskName 6/10/2024,Wheat (Durum),5150,6/10/2024,1.004,On,1293.5,16.56,1.254,2.457,3.683,12.09,89.98,6.747,7.866,6.841,2,471.99,5642.8,5642.8,94.05,94.05,5.019,6/10/2024
-111.7084613,33.08200346,Azule 1,TaskName 6/10/2024,Wheat (Durum),5151,6/10/2024,0.995,On,1293.4,16.05,1.505,2.532,3.63,12.35,89.87,6.531,6.679,6.939,2,400.71,4966.9,4966.9,82.78,82.78,4.841,6/10/2024
-111.7084492,33.08200352,Azule 1,TaskName 6/10/2024,Wheat (Durum),5152,6/10/2024,1.005,On,1293.4,16.56,1.254,2.53,3.709,10.67,89.89,8.084,6.633,7,2,397.99,4729.1,4729.1,78.82,78.82,5.049,6/10/2024
-111.7084375,33.08200348,Azule 1,TaskName 6/10/2024,Wheat (Durum),5153,6/10/2024,1,On,1293.3,16.56,1.254,2.458,3.62,12.83,90.05,10.37,8.393,7,2,503.6,6100,6100,101.67,101.67,4.953,6/10/2024
-111.7084255,33.08200328,Azule 1,TaskName 6/10/2024,Wheat (Durum),5154,6/10/2024,1.001,On,1293.4,16.56,1.254,2.49,3.66,11.14,90.28,11.42,10.43,6.961,2,625.9,7507.3,7507.3,125.12,125.12,5.002,6/10/2024
-111.7084136,33.08200316,Azule 1,TaskName 6/10/2024,Wheat (Durum),5155,6/10/2024,0.999,On,1293.4,16.56,1.254,2.436,3.653,12.09,90.31,11.37,11.49,6.9,2,689.21,8264.9,8264.9,137.75,137.75,5.003,6/10/2024
-111.7084018,33.08200334,Azule 1,TaskName 6/10/2024,Wheat (Durum),5156,6/10/2024,1,On,1293.5,16.56,1.254,2.446,3.624,11.97,90.06,10.28,11.2,6.9,2,671.85,8130.6,8130.6,135.51,135.51,4.958,6/10/2024
-111.7083898,33.08200325,Azule 1,TaskName 6/10/2024,Wheat (Durum),5157,6/10/2024,1,On,1293.4,16.56,1.254,2.528,3.66,10.98,90.19,10.06,10.36,6.86,2,621.75,7450.1,7450.1,124.17,124.17,5.007,6/10/2024
-111.708378,33.08200315,Azule 1,TaskName 6/10/2024,Wheat (Durum),5158,6/10/2024,1,On,1293.5,16.56,1.254,2.464,3.624,12.05,90.23,8.557,9.76,6.8,2,585.59,7086.6,7086.6,118.11,118.11,4.958,6/10/2024
-111.7083662,33.08200303,Azule 1,TaskName 6/10/2024,Wheat (Durum),5159,6/10/2024,1,On,1293.5,16.56,1.254,2.498,3.64,10.67,90.33,9.539,8.713,6.8,2,522.79,6298.1,6298.1,104.97,104.97,4.98,6/10/2024
-111.7083543,33.08200322,Azule 1,TaskName 6/10/2024,Wheat (Durum),5160,6/10/2024,1,On,1293.5,16.56,1.254,2.481,3.634,12.41,89.86,9.781,9.537,6.8,2,572.24,6906.3,6906.3,115.11,115.11,4.971,6/10/2024
-111.7083424,33.08200336,Azule 1,TaskName 6/10/2024,Wheat (Durum),5161,6/10/2024,1,On,1293.5,16.05,1.505,2.444,3.653,15.94,89.84,9.608,9.809,6.76,2,588.56,7285.9,7285.9,121.43,121.43,4.847,6/10/2024
-111.7083305,33.08200325,Azule 1,TaskName 6/10/2024,Wheat (Durum),5162,6/10/2024,1,On,1293.5,16.56,1.254,2.496,3.663,13.63,90.07,7.854,9.426,6.7,2,565.53,6770.3,6770.3,112.84,112.84,5.012,6/10/2024
-111.7083185,33.08200297,Azule 1,TaskName 6/10/2024,Wheat (Durum),5163,6/10/2024,0.995,On,1293.5,16.56,1.254,2.53,3.666,11.98,90.54,6.411,7.755,6.7,2,465.31,5537.7,5537.7,92.29,92.29,5.042,6/10/2024
-111.7083066,33.0820027,Azule 1,TaskName 6/10/2024,Wheat (Durum),5164,6/10/2024,1,On,1293.5,16.56,1.254,2.508,3.663,11.79,90.76,5.211,6.234,6.7,2,374.05,4478,4478,74.63,74.63,5.012,6/10/2024
-111.7082946,33.08200282,Azule 1,TaskName 6/10/2024,Wheat (Durum),5165,6/10/2024,1,On,1293.5,16.56,1.254,2.484,3.673,11.24,90.36,5.996,5.262,6.7,2,315.71,3769.4,3769.4,62.82,62.82,5.025,6/10/2024
-111.7082827,33.08200295,Azule 1,TaskName 6/10/2024,Wheat (Durum),5166,6/10/2024,1,On,1293.5,16.56,1.254,2.488,3.647,12.02,90,7.738,6.105,6.7,2,366.33,4405.3,4405.3,73.42,73.42,4.989,6/10/2024
-111.7082708,33.08200321,Azule 1,TaskName 6/10/2024,Wheat (Durum),5167,6/10/2024,1.001,On,1293.5,16.56,1.254,2.507,3.639,14.43,89.7,10.76,8.063,6.7,2,483.8,5836,5836,97.27,97.27,4.974,6/10/2024
-111.7082588,33.08200312,Azule 1,TaskName 6/10/2024,Wheat (Durum),5168,6/10/2024,1.004,On,1293.4,16.56,1.254,2.539,3.667,11.21,89.94,12.82,10.93,6.661,2,656.02,7875.8,7875.8,131.26,131.26,4.998,6/10/2024
-111.7082469,33.08200311,Azule 1,TaskName 6/10/2024,Wheat (Durum),5169,6/10/2024,0.996,On,1293.4,16.56,1.254,2.462,3.671,12.15,89.84,12.53,12.88,6.6,2,772.55,9192.6,9192.6,153.21,153.21,5.042,6/10/2024
-111.708235,33.08200324,Azule 1,TaskName 6/10/2024,Wheat (Durum),5170,6/10/2024,0.999,On,1293.4,16.56,1.254,2.458,3.635,10.72,89.71,10.33,12.41,6.6,2,744.36,8972.1,8972.1,149.53,149.53,4.978,6/10/2024
-111.7082231,33.08200346,Azule 1,TaskName 6/10/2024,Wheat (Durum),5171,6/10/2024,1,On,1293.4,16.56,1.254,2.496,3.641,10.48,89.5,8.182,10.06,6.6,2,603.79,7271.9,7271.9,121.2,121.2,4.982,6/10/2024
-111.7082112,33.08200342,Azule 1,TaskName 6/10/2024,Wheat (Durum),5172,6/10/2024,1.001,On,1293.4,16.56,1.254,2.481,3.635,11.79,89.63,7.533,8.064,6.6,2,483.87,5843.9,5843.9,97.4,97.4,4.968,6/10/2024
-111.7081993,33.08200338,Azule 1,TaskName 6/10/2024,Wheat (Durum),5173,6/10/2024,0.999,On,1293.4,16.56,1.254,2.506,3.654,10.83,89.81,8.594,7.624,6.6,2,457.42,5483.8,5483.8,91.4,91.4,5.005,6/10/2024
-111.7081873,33.08200367,Azule 1,TaskName 6/10/2024,Wheat (Durum),5174,6/10/2024,1.001,On,1293.4,16.05,1.505,2.472,3.654,12.62,89.61,9.933,8.804,6.64,2,528.22,6543.6,6543.6,109.06,109.06,4.843,6/10/2024
